Riot Games Name,Riot Games Tag Line,Summoner Level,Summoner Points,Summoner Wins,Summoner Losses,Is Veteran?,Is Inactive?,Is Fresh Blood?,Is Hot Streak?,Summoner Tier
Иight Fury,0208,37,375,107,84,False,False,True,False,Grandmaster
Na Na Tình,2005,368,249,107,81,False,False,True,False,Grandmaster
duogii,Trang,1,295,147,127,False,False,True,False,Grandmaster
Rouki,22012,484,296,115,71,False,False,True,False,Grandmaster
Choncc,29603,280,271,233,197,False,False,True,False,Grandmaster
success1,1612,437,380,151,124,False,False,True,False,Grandmaster
1 NIỆM ,VN2,10,325,96,67,False,False,True,False,Grandmaster
Kassadin CầuGiấy,VN2,161,302,227,178,False,False,True,False,Grandmaster
Just Tô Py,2505,499,256,72,36,False,False,True,True,Grandmaster
Hauitft,2308,2,233,133,94,False,False,True,False,Grandmaster
Quang Linh Dz,8747,2,250,145,108,False,False,True,False,Grandmaster
1 Tay Thách Đấu,123,49,323,152,111,False,False,True,False,Grandmaster
Hi Iam Gokiin,Gokin,269,453,120,86,False,False,False,True,Grandmaster
howll,7449,282,502,131,90,False,False,True,True,Grandmaster
oẳn oẳn đại tiên,bap,298,273,181,152,False,False,True,False,Grandmaster
phong1ee,tft,196,249,112,73,False,False,True,False,Grandmaster
Lực áp Áp lực,VN2,243,260,155,141,False,False,True,False,Grandmaster
Te1k,1018,118,335,127,89,False,False,False,False,Grandmaster
Rio M,RioM,283,351,138,94,False,False,False,False,Grandmaster
YÊU DIỆU LINH,VN2,464,386,229,207,False,False,True,False,Grandmaster
Pussifer,VN2,434,330,329,278,False,False,True,False,Grandmaster
Amur,1997,287,237,146,104,False,False,True,False,Grandmaster
Pringles,4598,342,346,110,80,False,False,True,False,Grandmaster
TDRS Zeroblood,VN2,2,330,94,65,False,False,True,False,Grandmaster
i still here 4 u,20110,431,285,109,72,False,False,True,True,Grandmaster
Hải xinh xắn,7731,48,384,119,79,False,False,True,True,Grandmaster
Band of the Hawk,Juex,8,251,128,93,False,False,True,True,Grandmaster
nghịch thôi,1998,796,247,123,94,False,False,True,False,Grandmaster
Kie,non,389,232,237,214,False,False,True,False,Grandmaster
Kiroki,7428,406,458,142,122,False,False,True,False,Grandmaster
Maestra Nequitia,3010,489,315,71,38,False,False,True,False,Grandmaster
H 22 1 14 H,918,299,412,107,73,False,False,False,True,Grandmaster
Đình Hải,HnZ,531,408,110,79,False,False,False,False,Grandmaster
Khóc ÁC,VN2,44,284,244,205,False,False,True,False,Grandmaster
An Toàn Là Bạn,1994,261,379,162,107,False,False,True,False,Grandmaster
Dumbooo,VN2,1,278,137,114,False,False,True,False,Grandmaster
VinCenZo91,1991,159,283,162,133,False,False,True,False,Grandmaster
Lizz,212,44,340,160,128,False,False,False,False,Grandmaster
Sly,2110,139,287,151,139,False,False,True,False,Grandmaster
0306191329,12345,4,351,217,189,False,False,True,True,Grandmaster
Mwa,Reinn,639,409,121,92,False,False,False,True,Grandmaster
SamsonDinh,3920,2,508,179,153,False,False,True,True,Grandmaster
ducanh,2001,358,313,130,109,False,False,True,True,Grandmaster
Mây Lang Thang,May26,8,251,111,92,False,False,True,False,Grandmaster
Mieoooww,0509,65,355,93,48,False,False,True,False,Grandmaster
Nhà có bé Dâu,ha1ku,490,415,144,108,False,False,True,False,Grandmaster
D Shinn,1314,408,403,93,66,False,False,True,True,Grandmaster
uinnn,5501,324,276,150,117,False,False,True,False,Grandmaster
Sinh Tố Tàu Hủ,VN2,304,345,164,142,False,False,True,False,Grandmaster
DucCu2,VN2,21,318,129,90,False,False,True,True,Grandmaster
19888002,VN2,7,232,127,105,False,False,True,False,Grandmaster
Quốc Gạo,1411,557,325,104,69,False,False,True,False,Grandmaster
Coin Cardd,3107,174,338,249,228,False,False,True,False,Grandmaster
DucCuong,0303,453,394,184,149,True,False,False,False,Grandmaster
NX Gnut,tung,569,403,198,154,False,False,False,True,Grandmaster
P a o,0206,746,249,78,43,False,False,True,True,Grandmaster
Flamingo,VN2,144,307,104,73,False,False,True,True,Grandmaster
Sóc Thách Đấu,4703,1,322,102,72,False,False,True,False,Grandmaster
BLN Kính Tâm Ma,VN2,173,254,174,140,False,False,True,True,Grandmaster
duonguyen947,solo,61,459,268,255,False,False,True,False,Grandmaster
ZMạnh QuyếtZ,VN2,297,424,144,105,False,False,True,False,Grandmaster
Magic,25499,286,510,119,80,False,False,True,True,Grandmaster
Menghardthachdau,VN2,358,292,118,90,False,False,True,True,Grandmaster
SylasWhoRemains,2709,446,420,134,101,False,False,False,False,Grandmaster
No chance 4 you,VN2,721,379,120,90,False,False,False,False,Grandmaster
N Cá ,VN2,1,233,157,115,False,False,True,True,Grandmaster
Denj1,VN2,8,359,157,119,False,False,True,False,Grandmaster
Gió,HP96,747,258,192,165,False,False,False,False,Grandmaster
Chirhuy,9999,367,257,141,101,False,False,True,False,Grandmaster
T U A N,7461,332,483,192,168,False,False,True,True,Grandmaster
Thủy hoa tiên tử,1010,360,350,143,114,False,False,True,True,Grandmaster
3We Khát Nước,VN2,158,369,223,171,False,False,True,False,Grandmaster
L596,A9636,1,436,169,119,False,False,True,True,Grandmaster
Remenberme,VN2,475,453,119,97,False,False,True,False,Grandmaster
nurTg,h1p,349,295,153,122,False,False,True,True,Grandmaster
A Chì Vũ Ngoại,VN2,45,271,195,150,False,False,True,True,Grandmaster
VNC Tuấn,VN2,404,387,103,60,False,False,True,True,Grandmaster
bruyden,9320,2,452,297,258,False,False,True,False,Grandmaster
Quânprobuil1,12345,1,235,131,106,False,False,True,False,Grandmaster
Head vô Tree,2727,323,439,143,117,False,False,True,True,Grandmaster
Tôi sẽ trở lại,3138,266,428,134,98,False,False,True,False,Grandmaster
Vũng Thành Tro,LAvn,133,512,106,74,False,False,True,False,Grandmaster
Dũng Con,11198,1,240,191,173,False,False,True,False,Grandmaster
nho mot nguoi,xxxx,583,385,88,57,False,False,True,False,Grandmaster
Đạt La,VN2,42,282,114,88,False,False,False,False,Grandmaster
Løgan,1908,41,460,154,120,False,False,False,True,Grandmaster
Mỹ NèNé Hộ,VN2,489,304,160,125,False,False,True,False,Grandmaster
mimic,8991,865,433,173,119,False,False,False,True,Grandmaster
YennieS2Mya,Mya,210,362,153,122,False,False,True,False,Grandmaster
Sang Kensi,VIE,128,408,99,67,False,False,True,False,Grandmaster
P1NK1,1102,2,285,151,117,False,False,True,False,Grandmaster
Haise漢字,2312,512,269,132,96,False,False,True,True,Grandmaster
chanhpham2305,cp235,51,312,95,63,False,False,True,False,Grandmaster
1 Phút Suy 4,2212,217,284,141,106,False,False,True,False,Grandmaster
linh,9792,263,361,153,131,False,False,True,False,Grandmaster
Lì Có Tiếng,VN2,382,373,139,112,False,False,True,False,Grandmaster
SF Hữu Thiện,2312,74,284,237,202,False,False,True,False,Grandmaster
WukongAce,GenV,470,454,95,55,False,False,True,False,Grandmaster
Xã Xệ péo Ú,2908,260,255,116,83,False,False,True,False,Grandmaster
NVT04,tuan,478,508,132,91,False,False,True,False,Grandmaster
Bên Tầng Mây ,VN2,484,326,175,126,False,False,True,False,Grandmaster
fanboi CúcTịnhY,dat38,351,375,116,88,False,False,False,False,Grandmaster
GG Leader Vũ Ca,VN2,78,242,105,72,False,False,True,False,Grandmaster
KOQ Valor,1392,549,407,128,98,False,False,True,False,Grandmaster
Xuan Na,VN2,37,342,265,250,False,False,True,False,Grandmaster
181585,18158,2,345,151,113,False,False,True,True,Grandmaster
Hide on bush,Riel,120,322,117,89,False,False,True,False,Grandmaster
LK 4,4444,209,276,95,57,False,False,True,False,Grandmaster
1201200425012004,12354,308,372,80,37,False,False,True,True,Grandmaster
Tiểu Ngạc,2142,177,274,81,64,False,False,True,False,Grandmaster
El Mango,1809,475,359,119,89,False,False,False,False,Grandmaster
Nahida i da bét,3109,336,279,199,144,False,False,True,True,Grandmaster
LLTF,LLTF,1,374,194,175,False,False,True,False,Grandmaster
BinBungBu,Bin,488,361,108,88,False,False,True,True,Grandmaster
TĐT Träi Họ Tốñg,VN2,294,309,73,52,False,False,True,True,Grandmaster
Lies Of Q,vnq,225,275,136,111,False,False,True,False,Grandmaster
Game quây tôi vc,NTC,514,468,185,155,False,False,True,False,Grandmaster
Tino,6789,3,260,116,67,False,False,True,True,Grandmaster
fizzfucc,65432,444,448,134,106,False,False,True,False,Grandmaster
lap trinh vien,xion,187,361,133,94,False,False,True,False,Grandmaster
nguoi dep kten,vt201,603,358,122,98,False,False,True,False,Grandmaster
Pakana,phong,515,401,122,80,False,False,True,False,Grandmaster
TDungx,2004,2,237,109,71,False,False,True,True,Grandmaster
Út Khắc Cà Mau,2k2,234,320,163,129,False,False,False,False,Grandmaster
2206,Tiến,195,317,71,38,False,False,False,True,Grandmaster
HồngMiêu si tình,0507,119,435,100,42,False,False,True,False,Grandmaster
Song Joong Dũng,9586,256,397,93,63,False,False,False,False,Grandmaster
vietdegoodkid,1508,466,269,89,59,False,False,True,False,Grandmaster
Đời Đéo Đẹp,0512,352,412,192,167,False,False,True,False,Grandmaster
time to chill GG,2024,315,239,167,140,False,False,True,True,Grandmaster
MissForTung,TUNG,920,235,157,145,False,False,True,True,Grandmaster
QUANUDK,VN2,2,310,144,115,False,False,True,False,Grandmaster
ROKAN       CYL,VN2,43,338,140,97,False,False,True,True,Grandmaster
Không Phải Tino,Tino,240,334,146,131,False,False,True,False,Grandmaster
173 7,zin,413,341,133,96,False,False,True,False,Grandmaster
Nhothachdau999,1804,94,311,97,75,False,False,True,False,Grandmaster
Súnn,Black,418,319,108,77,False,False,False,False,Grandmaster
QuynhDat,HCMUT,290,502,134,99,False,False,True,False,Grandmaster
huyta,1509,383,470,87,76,False,False,True,False,Grandmaster
Kuroko Tetsuya,Kuro,104,314,192,165,False,False,True,False,Grandmaster
Lai11,VN2,1,424,131,92,False,False,True,False,Grandmaster
Pai idol,5056,1,411,81,38,False,False,True,False,Grandmaster
J l N N,9981,363,454,125,91,False,False,True,False,Grandmaster
19  05  1991,Louis,305,380,230,205,False,False,True,False,Grandmaster
Em Bé Sweetie,nvp,668,504,69,41,False,False,True,True,Grandmaster
Bẳm Bảnh Boyy,VN2,273,270,119,79,False,False,True,False,Grandmaster
Light Of The Sun,2595,469,319,141,107,False,False,True,False,Grandmaster
Tên Gấu,DKNY,609,447,167,149,False,False,True,False,Grandmaster
Knight,KN15,361,234,98,68,False,False,True,False,Grandmaster
Cloudyyyyyyyy,1006,21,233,206,181,True,False,False,False,Grandmaster
trunq,9999,641,387,129,108,False,False,True,False,Grandmaster
KevinDarkness,VN2,436,466,128,92,False,False,False,False,Grandmaster
nguyet556,VN2,96,339,148,113,False,False,True,False,Grandmaster
Sochymok,2401,181,264,100,74,False,False,True,False,Grandmaster
